CP,Municipio
35194,PICO VIENTO
35194,PLAN DE LORETO
35194,TAFIRA BAJA
35194,ZURBARAN, URBANIZACION
35195,CAPON, LOMO DEL
35195,CENTRO DE LOS HOYOS
35195,CRUZ DE MORERA
35195,ENMEDIO, LOMO DE
35195,FIERROS, LOMO DE LOS
35195,HOYA PARRAL
35195,MONDALON
35195,MONTAÑETA (LAS PALMAS-MARZAGAN)
35195,SABINAL, EL
35195,SABINAL, LOMO DEL
35195,SAN FRANCISCO (DRAGONAL)
35195,TABLERO, EL (MARZAGAN)
35195,VALLE DE LOS LIRIOS
35196,ACEBUCHAL (MARZAPE)
35196,CAIDEROS, LOS
35196,CORTIJO, EL (LAS PALMAS-TAMARACEITE)
35196,CUESTA DE LA CRUZ
35196,CUEVA DEL MONTE
35196,CUEVAS DE ORTEGA
35196,DRAGOS, LOS (LAS PALMAS-TAMARACEITE)
35196,HERMANOS ALVAREZ
35196,LOMO VIZCAINA
35196,MARZAPE
35196,MASCUERVOS
35196,MILAGROSA, LA
35196,MORRO (MARZAPE EL)
35196,PINTOR, EL
35196,SAN LORENZO
35196,SAN ROMAN
35196,SARDO, EL
35196,TOSCAS, LAS (TAMARACETTE SAN LORENZO)
35196,ZARANDILLA
35197,ALMATRICHE ALTO
35197,ALMATRICHE BAJO
35197,CASAS DE ABAJO
35197,CUARTELES, LOS
35197,CUESTA BLANCA, LOMO DE
35197,CUESTA BLANCA
35197,HOYA ANDREA
35197,MAJADILLA, LAS (TAMARACEITE)
35197,OLIVO, EL
35197,PERRERAS, LAS
35197,TAMARACEITE
35198,CRUZ DEL OVEJERO
35198,ESCUELA DE ARQUITECTURA
35198,FRAILES, LOMO DE LOS (TAMARACEITE)
35198,FRAILES, LOS
35198,GACELA, LA
35198,GALERA, LA
35198,HERRADURA, LA (LAS PALMAS-TAMARACEITE)
35198,LLANO DE LA COBRANZA
35198,VALENCIA, COLEGIO NACIONAL
35198,ZARZUELA, LA
35199,CALVARIO, EL (TAMARACEITE)
35199,CUESTA DE LAS PALMAS
35199,JACOMAR
35199,MESAS ALTAS, LAS
35199,MESAS BAJAS, LAS
35199,PILETAS
35199,SAN JOSE DEL ALAMO
35199,SIFONES, LOS
35199,SUERTE, LA (LAS PALMAS)
35199,TASCON ALTO
35199,TASCON BAJO
35199,TEROR, DE, CARRETERA
35199,VIERAS, LOS
35200,Telde
35210,Telde
35211,Telde
35212,Telde
35213,Telde
35214,Telde
35215,Telde
35216,CASILLAS, LAS (TELDE-EL RINCON)
35216,COLMENAR DE ABAJO
35216,COLMENAR DE ARRIBA
35216,ERA DE LA MOTA
35216,MONTAÑON, EL
35216,PEDREGAL, EL, URBANIZACION
35216,RINCON, EL
35216,TENTENIGUADA
35216,VALSEQUILLO (TELDE-RINCON)
35216,VEGAS, LAS
35217,ALMENDROS, LOS, URBANIZACION
35217,BARRERA, LA
35217,CANTERA, LA
35217,CARDON, EL (TELDE)(VALSEQUILLO)
35217,CASAS, LAS
35217,CHOZA, LA
35217,FUENTE PEÑA
35217,JUAGARZOS
35217,LLANETES, LOS
35217,LLANO DEL CONDE
35217,LOMITOS DE CORREA
35217,LUIS VERDE
35217,MIRABALA
35217,PALMA, LA
35217,SALVA-INDIAS
35217,VALSEQUILLO (TELDE)
35218,Telde
35219,Telde
35220,Telde
35229,CASAS QUEMADAS
35229,CUEVAS, LAS (LAS PALMAS)
35229,HOYA SABINA
35229,LLANOS DE CUATRO CAMINOS
35229,MARGARITAS, LAS, URBANIZACION
35229,MARZAGAN
35229,MERCA LAS PALMAS
35229,SABINAL, EL, CARRETERA
35230,AEROPUERTO DE GANDO
35240,CARRIZAL, EL
35240,JURADA, LA
35250,INGENIO
35259,AGUATONA EL NUEVO
35259,AGUATONA EL VIEJO
35259,BANDA DE CARRIZAL
35259,BURRERRO, DE, PLAYA
35259,EDEN, EL
35259,LOMO, EL (INGENIO)
35259,MAJORERAS, LAS
35259,MARFU
35259,MONDRAGON
35259,MONTAÑA DE LOS VELEZ
35259,MORISCOS, LOS
35259,OASIS
35259,PESADILLA, LA
35259,PUNTILLAS, LAS
35259,SALINAS, LAS
35260,AGUIMES
35270,TEMISAS
35280,CASAS BLANCAS (SANTA LUCIA)
35280,CIUDAD LUNA
35280,INGENIO (STA LUCIA)
35280,LOMITO DE TAIDIA
35280,MORISCOS
35280,PARRAL GRANDE
35280,RISCO BLANCO
35280,ROCIANA
35280,SANTA LUCIA DE TIRAJANA
35280,SITIO ALTO
35280,SITIO BAJO
35280,SORRUEDA
35280,TAIDIA
35280,TREJO
35290,SAN BARTOLOME DE TIRAJANA
35299,AGUALATENTE
35299,CRUZ GRANDE
35299,CULATA, LA (S.B.TIRAJANA)
35299,PLATA, LA
35299,SEQUERO, EL
35300,SANTA BRIGIDA
35307,ATALAYA DE GUIA, LA
35307,CONCEPCION, LA, URBANIZACION
35307,CORDILLERAS, LAS
35307,CUESTA LA GRAMMA
35307,DOÑA LUISA, DE, PLAZA
35307,GOTERAS, LAS (SANTA BRIGIDA)
35307,RASO, EL
35307,SAN JOSE
35307,VINCULO, EL
35308,CASILLAS, LAS (SANTA BRIGADA)
35308,GAMONAL ALTO
35308,GAMONAL BAJO
35308,GRAN PARADA
35308,HOYA BRAVO
35308,LUGAREJO
35308,MADROÑAL
35308,MOLINO, EL (SANTA BRIGIDA)
35308,PARAISO, EL
35308,PORTADA VERDE
35308,SILOS, LOS (SANTA BRIGIDA)
35308,VUELTA DEL PINO
35309,ANGOSTURA, LA
35309,LOMO ESPINO (SANTA BRIGIDA)
35309,OLIVOS, LOS
35309,PINO SANTO ALTO
35309,PINO SANTO BAJO
35310,HOYA CAPA
35310,LENTISCOS, URBANIZACION
35310,MONTE LENTISCAL
35310,REVENTON, EL, URBANIZACION
35310,TOSCANES, LOS
35319,ARENILLAS, LAS
35319,CALDERA DE BANDAMA
35319,CAMPO DE GOLF
35319,FUENTE DE LOS BERROS
35319,LIRIOS, LOS
35319,MONTAÑETA, LA (MONTE LENTISCAL)
35319,POSADA, LA
35319,TRES CRUCES (MONTE LENTISCAL)
35320,SAN MATEO
35328,ALMAGRIA, LA
35328,ARIÑEZ
35328,CASTILLO, EL
35328,CORTE, LA (SAN MATEO)
35328,CRUZ DE TEJEDA
35328,CUEVECILLAS
35328,ESTANCO, EL (SAN MATEO)
35328,FRANCISCO JAVIER
35328,LAGUNETAS
35328,LOMITO
35328,LONGUERA, LA
35328,PORTILLO, EL
35328,SAN FRANCISCO (SAN MATEO)
35328,SOLANA
35328,URBANIZACION
35328,UTIACA
35328,VEGAS, LAS (SAN MATEO)
35328,VINCO, EL
35328,YEDRA, LA
35329,ACEQUIA MARRERO
35329,BODEGUILLA, LA
35329,CAMARETA
35329,CHORRILLO, EL
35329,CHORROS, LOS
35329,CUEVA GRANDE
35329,HIGUERA, LA
35329,LECHUCILLA
35329,LECHUZA, LA
35329,OLLA GAMONAL
35330,TEROR
35333,ARBEJALES
35338,BARRANCO ZAPATERO
35338,BLANCO, LO
35338,CORRALES LOS (TEROR)
35338,ESPARTERO
35338,FARO, EL
35338,FUENTE AGRIA
35338,GALLEGO, LOMO DEL
35338,LOMO PILON
35338,MAJADILLA, LAS (TEROR)
35338,MIRAFLOR
35338,MONTEROS, LOS
35338,OJERO
35338,PASO, EL (TELOR)
35338,SAN ISIDRO
35338,SAN LAZARO, HOYA DE
35338,TOSCAS, LAS (TEROR)
35339,ALAMO, EL
35339,CUESTA FALCON
35339,GUANCHIA
35339,LLANOS, LOS
35339,PALMAR, EL
35339,PALMAR, LOMO DEL
35339,PEDREGAL, EL
35339,PEÑA, LA (TEROR)
35339,PEÑAS, LAS
35339,PINO, DEL, BARRANCO
35339,QUEBRADERO
35339,ROSADAS, LAS
35339,SAN MATIAS
35340,CUEVAS, LAS (VALLESECO)
35340,CUEVECILLAS (MASPALOMAS)
35340,LANZAROTE (POR VALLESECO)
35340,MADRELAGUA
35340,VALLESECO
35349,BARRANCO
35349,BARRANQUILLO (VALLESECO)
35349,CARPINTERAS
35349,CASERON
35349,HUERTAS DE LA LAGUNA
35349,LAGUNA, LA
35349,MONAGAS
35349,SOBRADILLO (VALLESECO)
35349,TROYANA
35349,VALSENDERO
35349,ZAMORA
35349,ZUMACAL
35350,ACUSA VERDE
35350,ARTENARA
35350,ARVEJAS, LAS
35350,BARRANCO HONDO (ARTENARA)
35350,CANDELARIA
35350,CORUÑA, DE LA
35350,CUEVAS, LAS (ARTENARA)
35350,HOYAS, LAS
35350,JUNCALILLO (GALDAR)
35350,TABLADO
35360,TEJEDA
35360,TOSCA, LA
35368,CARRIZAL DE TEJEDA
35368,CASA FORESTAL PAJONALES
35368,CULATA, LA (TEJEDA)
35368,ESPINILLO
35368,FONDILLO, EL (TEJADA)
35368,HIGUERILLA
35368,JUNCAL, EL
35368,PAGOS DE CASAS JUAN GOMEZ
35368,ROQUE
35368,SOLANA DEL CHORRILLO
35369,ASERRADOR
35369,AYACATA
35369,CANDELILLA, LA
35369,CASAS DE HUERTAS
35369,CASAS DE UMBRIAS
35369,CASAS DEL LOMO
35369,CERCADOS DE ARAÑA
35369,CRUCES DE LAS HORADAS
35369,HOYA DE LA VIEJA
35369,TIMAGADA
35400,ARUCAS
35411,ALEMANES, LOS (ARUCAS), URBANIZACION
35411,BARRIADA DE JUAN XXIII
35411,LOMO GRANDE
35411,LOMO, EL (SANTIDAD)
35411,PALMITA, LA
35411,PUENTE DE TENOYA
35411,PUENTE, EL
35411,SAN FRANCISCO JAVIER
35411,SAN GREGORIO (ARUCAS)
35411,SANTIDAD ALTA
35411,SANTIDAD BAJA
35412,ALTABACALES, LOS
35412,BARRIO VIRGEN DEL PINO
35412,CAMINO DE LA CRUZ
35412,CAMINO DEL ARCO
35412,CASTILLOS, LOS
35412,CHORRERAS, LAS
35412,GUINCHO, EL
35412,HONDURAS
35412,LLANO BLANCO
35412,LOMITO, EL
35412,LOMO RAMIREZ
35412,LONGUERAS, LAS (ARUCAS)
35412,PEÑONES, LOS
35412,PORTALES, LOS
35412,SANTA FLORA
35412,SOLANA, LA (ARUCAS)
35412,TANASIO
35412,TRASMONTAÑA
35412,VISVIQUE
35413,ALTILLO
35413,CARABELA, LA
35413,CARDONAL (ARUCAS)
35413,COSTA
35413,CRUZ DE PINEDA
35413,FULA, LA
35413,HINOJAL
35413,HOYAS, LAS (ARUCAS)
35413,LOMO QUINTANILLA
35413,PAGADOR
35413,PALMILA, LA
35413,PALMITOS, LOS
35413,QUINTANILLA
35413,ROQUE, EL (ARUCAS)
35413,SAN ANDRES
35413,SAN FELIPE
35413,TRAPICHE (ARUCAS)
35414,BAÑADEROS
35414,BARRANQUILLA
35414,CASAS DEL CEMENTERIO
35414,COLORADAS
35414,CUESTILLA, LA
35414,ESCALERITAS
35414,PILON, EL
35414,PUERTILLO, EL
35414,PUNTA CAMELLO
35414,RISCO EL (ARUCAS)
35415,CARRIL
35415,HORNILLOS
35415,HOYA ALTA
35415,MONTAÑA CARDONES
35420,MOYA
35421,AGUAS DE FONTANALES
35421,BARRANCO DEL PINAR (MOYA)
35421,HOYOS DEL CLAVERO
35421,JUARADA
35421,LAUREL
35421,PEÑON
35421,SAN BARTOLOME FONTANALES
35421,SAN FERNANDO
35421,TABLERO
35421,TILAS
35422,CABO VERDE
35422,CARRERAS, LAS
35422,DEAN, EL
35422,FRONTON, EL
35422,PALMITO, EL
35422,TOSCALES
35422,TRUJILLO (MOYA)
35422,TRUJILLO, DE, CARRETERA
35423,CANALES, LOS
35423,CARRETERIA
35423,CHARCO, EL (MOYA)
35423,DORAMAS
35423,DRAGOS, LOS (MOYA)
35423,LANCE, EL
35423,LOMO BLANCO (MOYA)
35423,MONTAÑETA, LA (MOYA)
35423,PALO, EL
35430,BACHICAO
35430,FIRGAS
35430,HOYO, EL (FIRGAS)
35430,LOMO DE LA VIUDA
35430,LOMO DE SAN PEDRO (FIRGAS)
35430,MONTAÑA, LA (TENOYA)
35430,RISCO EL (TENOYA)
35431,BUENLUGAR
35431,CASABLANCA
35431,ESTANCO, EL (FIRGAS)
35431,SAN ANTON
35431,TRAPICHILLOS
35432,ACEBUCHE
35432,BARRANQUILLOS, LOS
35432,CALDERA, LA
35432,CAMBALUD
35432,HUERTECILLAS, LAS
35432,LOMILLOS, LOS
35432,PADILLA
35432,QUINTANILLA DE FIRGAS
35432,TRAPICHE
35450,SANTA MARIA DE GUIA
35457,AGUILILLA, RISCO DE LA
35457,ALGUACILEJOS
35457,BARRANCO DEL PINAR (SANTA MARIA DE GUIA)
35457,BARRANQUILLO FRIO
35457,BASCAMAO
35457,BREZAL, EL
35457,CARDOSO, BARRANQUILLO
35457,CARNE DE AGUA
35457,CASERIO DE MARENTE
35457,CIRUELO, EL
35457,CUESTA DE CARABALLO
35457,CUESTA DEL HORNILLO
35457,CUEVAS DEL MONTE
35457,FRONTON
35457,FUENTE BERMEJA
35457,GUZMAN
35457,HOYA DEL BARDO
35457,HOYA DEL PREDEGAL
35457,HOYA LA PRENSA
35457,INGENIO BLANCO
35457,JUNQUILLO
35457,LADERAS, LAS (SANTA MA DE GUIA)
35457,LOMO BETANCOR
35457,LOMO DEL PINO
35457,LOMO EL NEGRO
35457,LOMO LA RAYA
35457,LOMO LAS QUEMADAS
35457,MONTAÑA ALTA (SANTA MARIA DE GUIA)
35457,PALMITAL ALTO, EL
35457,PASO MARIA DE LOS SANTOS
35457,PIEDRA DE MOLINO
35457,SANTA CRISTINA
35457,SANTA INES BAJO
35457,SILLAILLA, LA
35457,SOLAPILLA, LA
35457,SOLAPONES, LOS
35457,TRES CRUCES (SANTA MA DE GUIA)
35457,VERDEJO
35458,ALBERCON DE LA VIRGEN
35458,BARRANCO HONDO (SANTA MARIA DE GUIA)
35458,CALABOZO
35458,CASAS DE AGUILAR
35458,CENOVIO DE VALERON
35458,CUESTA DE SILVA
35458,DEHESA, LA
35458,DESAGUADEROS
35458,DOÑANA
35458,FARAILAGA
35458,GALLEGO DELANTERO, EL
35458,GALLEGO TRASERO, EL
35458,GRANJA, LA
35458,HORMIGUERO, EL
35458,LLANO ALEGRE
35458,LOMO DE LAS AZUCENAS
35458,LOMO LA ZARZA
35458,LOMO LOS MARTINES
35458,MONDRAGONES
35458,MONTAÑETA, LA (STA MA DE GUIA)
35458,PALMITAL BAJO
35458,PALMITAL, EL, CARRETERA
35458,SAN BLAS
35458,SAN JUAN (S.M.GUIA)
35458,SANTA INES
35458,SUERTE, LA (S.M. GUIA)
35458,TRES PALMAS
35458,VERGARA BAJO
35458,VERGARA
35459,ANZO
35459,ANZOFE
35459,BOTICARIAS, LAS
35459,CAÑADA LA (STA MA DE GUIA)
35459,CAPELLAN, EL
35459,DRAGO, EL (STA MA DE GUIA)
35459,GENERAL, HASTA KM. 24, CARRETERA
35459,HOYA DEL GUANCHE
35459,INGENIO (STA MA DE GUIA-ANZO)
35459,LLANOS DE PARRA
35459,LOMO GUILLEN
35459,LONGUERAS, LAS (STA MA DE GUIA)
35459,MARENTE, URBANIZACION
35459,MONTAÑA DE GUIA
35459,NICOLAS AGUILAR, COLEGIO NACIONAL
35459,PINEDA, URBANIZACION
35459,TERRERO DE LUCHAS
35459,VEGA, LA
35460,GALDAR
35468,AGAZAL, LA
35468,ALAMILLO
35468,BUENAVISTA
35468,CAIDEROS DE SAN JOSE
35468,CALDERAS, LAS
35468,CAMINO DEL JUCAR
35468,CARDONAL (GALDAR)
35468,CHIRINO
35468,CUEVAS DE LAS CRUCES
35468,CUEVAS SOSA
35468,DEGOLLADA LA (GALDAR)
35468,FAGAGESTO
35468,FONDILLO, EL (GALDAR)
35468,HORNILLO, EL
35468,HOYA DEL PEDREGAL
35468,HOYA PINEDA
35468,INCIENSA
35468,LLANO DE MIGUEL DIAZ
35468,LOMO DEL PALO
35468,LUCENA
35468,MESAS, LAS
35468,MOLINO, EL (GALDAR)
35468,MONTAÑETA, LA (GALDAR)
35468,PALOMINOS
35468,PICACHOS, LOS
35468,PISO FIRME
35468,POLEO, EL
35468,ROSAS LAS (GALDAR)
35468,SAO
35468,SAUCILLO
35468,SILOS, LOS (GALDAR)
35468,TEGUESTE
35468,TRUJILLO (GALDAR)
35468,VALERON
35468,ZAMARRITA
35469,AGUJERO, EL
35469,BARRIAL
35469,BARRIO NEGRIN
35469,CALETA DE ABAJO
35469,CALETA DE ARRIBA
35469,CANTERAS (CON LOS LOMOS)
35469,CLAVO, EL
35469,CORRALETE
35469,CRUCE SARDINA DEL NORTE
35469,CUMBRECILLA
35469,LLANOS DE SARDINA
35469,LOMOS, LOS
35469,NIDO CUERVO
35469,SARDINA DEL NORTE
35469,SOBRADILLO (GALDAR)
35470,BARRIO, EL (SAN NICOLAS DE TOLENTINO)
35470,SAN NICOLAS DE TOLENTINO
35478,ARTEJEVES, ZONA
35478,CANONIGO, EL
35478,CARDONERA, LA
35478,CASAS BLANCAS (SAN NICOLAS DE TOLENTINO)
35478,HOYO, EL (SAN NICOLAS DE TOLENTINO)
35478,MOLINO DE VIENTO (TASARTE)
35478,PAGO DE LOS CARDONES
35478,PALILLO DE TASARTE
35478,PASITOS, LOS
35478,POSTERAGUA DE TASARTE
35478,ROSAS LAS (SAN NICOLAS DE TOLENTINO)
35478,TASARTE, DE, PLAYA
35478,TASARTE
35478,TASARTICO
35478,TOCODOMAN
35479,ALBERCON, EL
35479,BARRANQUILLO HONDO ALTO
35479,BARRANQUILLO HONDO BAJO
35479,CALVARIO, EL (SAN NICOLAS DE TOLENTINO)
35479,CASERONES, LOS
35479,CERCADILLOS
35479,CONVENIO, EL
35479,CRUCE, EL (SAN NICOLAS DE TOLENTINO)
35479,ESPINOS, LOS
35479,HOYILLA, LA
35479,JEREZ ALTO
35479,JEREZ BAJO
35479,LADERA, LA
35479,MARCIEGA
35479,MEDEROS
35479,MOLINO DE AGUA
35479,MONTAÑETA BAJA
35479,PARRAL, EL
35479,PINILLOS
35479,PLAYA, LA (SAN NICOLAS DE TOLENTINO)
35479,TARAJALILLO (SAN NICOLAS DE TOLENTINO)
35480,AGAETE
35488,BARRANCO CANARIO
35488,FARRAGUT
35488,JUAN VIEJO
35488,LOMO DE DON TOMAS
35488,LOMO DE SAN ANTON
35488,MAJADILLA
35488,MARMOLEJO, DE, CARRETERA
35488,MARMOLEJO
35488,QUINTANAS, LAS
35488,ROQUE, EL (AGAETE)
35488,ROSETAS
35488,SAN ISIDRO (GALDAR)
35488,TAYA
35489,BARRANCO DE LA PALMA
35489,BERRAZALES, BALNEARIO DE
35489,CALERA, LA
35489,CAPOTE, EL
35489,CASA DEL MOLINO
35489,CASAS DEL CAMINO
35489,CHAPIN
35489,CRUZ, LA
35489,CUEVECILLAS (AGAETE)
35489,CULATA, LA (AGAETE)
35489,GUAYEDRA
35489,HOTEL GUAYARMINA
35489,HOYO, EL (AGAETG)
35489,INGENIO (AGAETE)
35489,LAJA, LA
35489,LOMO DE SAN PEDRO (AGAETE)
35489,LOMO MOLINO
35489,LONGUERAS, LAS (AGAETE)
35489,MORETA, LA
35489,PASO, EL (AGAETE)
35489,PEÑA, LA (AGAETE)
35489,PUERTO DE LAS NIEVES
35489,RISCO EL (AGAETE)
35489,SAN PABLO
35489,SAN PEDRO
35489,SANTIAGO SUAREZ
35489,SUERTE LA (AGAETE)
35489,TERRERO
35489,TIERRA BERMEJA
35489,TIERRA DE MANUEL
35489,VALLE DE AGAETE
35489,VECINDAD DE ENFRENTE
35500,ARRECIFE
35509,CABLE, DEL, PLAYA
35509,CALETAS, LA
35509,COSTA TEGUISE
35509,NAZARET
35509,PLAYA HONDA
35509,PUNTAS, LAS
35509,TAHICHE
35509,VEGA DE TAHICHE
35509,VOLVAN DE TAHICHE
35510,PUERTO DEL CARMEN
35518,BARRANCO DEL QUIQUERE
35518,CULATA, LA (TIAS)
35518,MOJONES, LOS
35519,ALEMANES, LOS (PUERTO DEL CARMEN), URBANIZACION
35519,CASALONES, LOS
35519,POCILLOS, LOS
35520,HARIA
35530,TEGUISE
35539,MOJON, EL
35539,MONTAÑA, LA (TEGUISE)
35539,TEGUESITE
35539,VALLES, LOS
35540,CALETA DE SEBO (ISLA GRACIOSA)
35541,GUINATE
35541,HOYA DE LA PILA
35541,HOYAS, LAS (MAGUEZ)
35541,LAJARES, LOS
35541,MAGUEZ
35541,ORZOLA
35541,PEÑA REDONDA
35541,SALINAS DEL RIO
35542,ARRIETA
35542,PUNTA MUJERES
35542,TABAYESCO
35543,MALA
35544,GUATIZA
35550,SAN BARTOLOME DE LANZAROTE
35558,CALDERETA (SAN BARTOLOME DE LANZAROTE)
35558,CALETA DE FAMARA
35558,ERMITA DE SAN JUAN
35558,ISLOTE, EL
35558,LADERAS, LAS (SAN BARTOLOME DE LANZAROTE)
35558,MUÑIQUE
35558,SOO
35558,TIAGUA
35558,VISTA LA GRACIOSA
35559,BERMEJOS
35559,CALERAS, LAS
35559,FLORIDA, LA (SAN BARTOLOME DE LANZAROTE)
35559,GUIME
35559,MONTAÑA BLANCA (SAN BARTOLOME DE LANZAROTE)
35560,CALDERETAS, LAS (TINAJO)
35560,CAÑADA LA (TINAJO)
35560,COSTA, LA
35560,CUCHILLO, EL
35560,MANCHA BLANCA
35560,RIO, EL
35560,SANTA, LA
35560,TAJASTE
35560,TINAJO
35560,TINGUATON
35560,VEGUETA, LA
35560,YUCO
35561,TAO (TINAJO)
35562,MOZAGA
35562,TOMAREN
35570,BLANCA (YAIZA), PLAYA
35570,BREÑAS, LAS (YAIZA)
35570,CASITAS, LAS
35570,DEGOLLADA LA (YAIZA)
35570,FEMES
35570,GERIA, LA
35570,HOYAS, LAS (YAIZA)
35570,MACIOT
35570,UGA
35570,YAIZA
35571,ASOMADA, LA (YAIZA)
35571,BARRANCO DE LA CALERA (MACHER)
35571,BARRANCO DE LA PILA
35571,BARRANCO DEL AGUA
35571,BARRANCOS, LOS
35571,CALDERETA, LA (MACHER)
35571,CERCADO EL (YAIZA)
35571,LLANITOS, LOS
35571,MACHER
35571,MAJADA, LA
35571,MESON, EL
35571,RODEOS, LOS (ISLA DE LANZAROTE)
35571,ROMPIMIENTO, EL
35571,VISTAS DE LAS VEGAS
35571,VOLCAN, EL
35572,MASDACHE
35572,TEGOYO CONIL
35572,TIAS
35572,VEGAS DE TEGOYO (LAS)
35572,VEGAS DE TEGOYO, LAS
35600,PUERTO DEL ROSARIO
35610,AEROPUERTO DEL MATORRAL (FUERTEVENTURA)
35610,BARRANCO DE LA TORRE
35610,BARRIO DE NEGRIN
35610,BLANCA (PUERTO ROSARIO), PLAYA
35610,CASAS DE LA GUIRRA
35610,CASTILLO DE CALETA FUSTE
35610,MATORRAL, EL
35610,SALINAS DEL CARMEN
35611,CASILLA DEL ANGEL
35611,COLONIA DE GARCIA ESCAMEZ
35611,COLONIA PENIT. DE TEFIA
35611,TAO (PTO DEL ROSARIO)
35611,TEFIA
35611,TESJUATE
35612,GUISGUEY
35612,PARQUE HOLANDES, URBANIZACION
35612,PARQUE PARAISO
35612,PUERTO LAJAS
35612,ROSA MONJA
35613,ASOMADA, LA (PUERTO ROSARIO)
35613,ESTANCOS, LOS
35613,HERRADURA, LA (PTO ROSARIO)
35613,MATILLA, LA
35613,MONTAÑETA (PUERTO DEL ROSARIO)
35613,TAMARICHE
35613,TETIR
35613,TIME, EL
35613,VALHONDO
35620,GRAN TARAJAL
35625,MORRO JABLE
35626,ALTAMARENA, APARTAMENTOS
35626,BARRANCO LOS CANARIOS
35626,CASA ATLANTICA
35626,CASAS REDONDAS
35626,CLUB ALDIANA
35626,CLUB MARABU
35626,DON CARLOS, APARTAMENTOS
35626,ESMERALDA, EDIFICIO
35626,ESMERALDA, PLAYA
35626,ESQUINZO (MORROJABLE)
35626,GORRIONES, LOS
35626,HOTEL JANDIA, PLAYA
35626,MONTE MARINA
35626,STELLA CANARIA
35626,TABERNA DEL PESCADOR
35626,TENNI-CENTER
35626,VIAJES INSULAR
35626,VILLA MAÑANA
35627,CALABAZA, LA
35627,CARDON EL (GRAN TARAJAL)
35627,COSTA CALMA
35627,HUERTA DE CHILEGUA
35627,LAJITA, LA
35627,MARCOS SANCHEZ
35627,PARED, LA
35627,ROSAS DE LOS JAMES
35627,TARAJALEJO
35627,TESEJERAGUE
35628,AJUY
35628,MEZQUEZ
35628,PAJARA
35628,ROSA DE CATALINA GARCIA
35628,TOTO
35628,TUINEJE
35629,CHARCO, EL (TUINEJE)
35629,CUCHILLETTE, EL
35629,ENTALLADA (ENLACE DE LA)
35629,FARO DE LA ENTALLADA
35629,FUENTITA, LA
35629,GINIJINAMAR
35629,JUAN GOPAR
35629,MATA, LA
35629,MAZACOTE
35629,PIEDRA HINCADA
35629,PLAYITAS, LAS
35629,ROSA GRANDE
35629,TENICOSQUEY
35629,TEQUITAL
35629,VIOLANTE
35630,ANTIGUA, LA
35630,BARRIO, EL (ANTIGUA)
35630,DURAZNO, EL
35630,MANINUBRE
35637,ALMACIGO
35637,AMPUYENTA
35637,BETANCURIA
35637,LLANOS DE LA CONCEPCION
35637,VALLE DE SANTA INES
35637,VEGA DE RIO PALMA
35638,AGUA DE BUEYES
35638,CASILLAS DE MORALES
35638,CORTE, LA TISCAMANITA
35638,POCETAS, LOS
35638,TISCAMANITA
35638,VALLES DE ORTEGA
35639,ALARES
35639,CASAS DEL HOSPINAL
35639,MAJADA
35639,POZO NEGRO
35639,ROSA DEL TARO
35639,TRIQUIVIJATE
35640,OLIVA, LA
35640,VILLAVERDE
35649,CALDERETA (LA OLIVA)
35649,ESQUINZO (LA OLIVA)
35649,TACA
35649,TINDAYA
35649,VALLEBRON
35650,COTILLO (PLAYA DE)
35650,COTILLO
35650,LAJARES
35650,ROQUE, EL (COTILLO)
35660,CORRALEJO
36001,Pontevedra
36002,Pontevedra
36003,Pontevedra
36004,Pontevedra
36005,Pontevedra
36070,Pontevedra
36071,Pontevedra
36080,Pontevedra
36100,CENTRO MILITAR FIGUEIRIDO
36110,ALENDE (CAMPO LAMEIRO)
36110,CAMPO LAMEIRO
36110,LAGOA, A (CAMPO LAMEIRO)
36110,LIÑARIÑOS (CAMPO LAMEIRO)
36110,MORAÑO (CAMPO LAMEIRO)
36110,PRADERREI (CAMPO LAMEIRO)
36116,CASTRO (CERDEDO-FILGUEIRA)
36116,CASTRO DO CABO (CERDEDO)
36116,CASTRO DO MEDIO (CERDEDO)
36116,QUIREZA (RESTO PARROQUIA)
36116,TOMONDE
36117,CASTRO (CERDEDO-BUGARIN)
36117,CUIÑA (QUIREZA)
36117,MAMOA ALBA (QUIREZA)
36117,MONTES (SAN ISIDRO)
36117,QUIREZA (CUIÑA, MAMOA ALBA, VILARCHAN)
36117,SAN ISIDRO (MONTES)
36117,SERRAPIO (PEDRE)
36117,VILARCHAN (QUIREZA)
36118,FRAGAS (SANTA MARIÑA)
36119,CHACENTE (CAMPO LAMEIRO)
36119,FENTANS (SAN XURXO DE SACOS)
36119,MOIMENTA (CAMPO LAMEIRO)
36119,MORILLAS (SANTIAGO)
36119,SAN XURXO DE SACOS (FENTANS)
36120,TENORIO (SAN PEDRO)
36121,BARBEITOS (SAN JORGE DE SACOS)
36121,CUSPEDRIÑOS
36121,CUTIAN
36121,SACOS (SANTA MARIA)
36121,SAN XURXO DE SACOS (RESTO PARROQUIA)
36121,VIASCON
36130,CERDEDO (CASCO URBANO)
36139,CERDEDO (RESTO PARROQUIA)
36139,FIGUEIROA
36139,PEDRE (SANTO ESTEVO)
36139,VICHOCUNTIN (PEDRE)
36140,BERTOLA
36140,FIGUEIRIDO (SANTO ANDRE)
36140,VILABOA (GRAÑA, A)
36140,VILABOA (POSTEMIRON)
36141,PAREDES (VILABOA)
36141,TOURAL, O
36141,VILABOA (RESTO PARROQUIA)
36142,COBRES (SANTO ADRAN)
